title,location,created,upvote_num,comment_num,word_count,file_name
如何评价《BanG Dream! Ave Mujica》第九集？,日本,2025-02-27 23:09,310,19,163,如何评价《BanG Dream! Ave Mujica》第九集？_Mortis_2025-02-27_112232541330.md
如何评价《BanG Dream! Ave Mujica》第八集？,日本,2025-02-23 13:51,55,4,22,如何评价《BanG Dream! Ave Mujica》第八集？_Mortis_2025-02-23_108243911890.md
如何评价《BanG Dream! Ave Mujica》第十二话？,日本,2025-03-20 23:37,21,0,8,如何评价《BanG Dream! Ave Mujica》第十二话？_Mortis_2025-03-20_128734947327.md
如何评价《BanG Dream! Ave Mujica》第十话中的三角初华（初音）？,日本,2025-03-08 14:54,16,2,13,如何评价《BanG Dream! Ave Mujica》第十话中的三角初华（初音）？_Mortis_2025-03-08_119434131301.md
如何评价《BanG Dream! Ave Mujica》第十集？,日本,2025-03-07 00:46,37,2,38,如何评价《BanG Dream! Ave Mujica》第十集？_Mortis_2025-03-07_118242630378.md
如何评价《mujica》第九集的三角初华？,日本,2025-03-03 22:36,4,0,487,如何评价《mujica》第九集的三角初华？_Mortis_2025-03-03_115519927470.md
如何评价《大展鸿图》这首歌？为什么火起来了？,日本,2025-07-05 13:02,22,15,14,如何评价《大展鸿图》这首歌？为什么火起来了？_Mortis_2025-07-05_1924815409951010899.md
如何评价《颂乐人偶》第九集？,日本,2025-02-27 23:50,10,3,0,如何评价《颂乐人偶》第九集？_Mortis_2025-02-27_112260561595.md
如何评价《颂乐人偶》第八集？,日本,2025-02-20 23:25,84,7,166,如何评价《颂乐人偶》第八集？_Mortis_2025-02-20_106262664090.md
如何评价「MyGO!!!!!」主唱高松灯?,日本,2025-05-08 00:21,37,3,82,如何评价「MyGO!!!!!」主唱高松灯__Mortis_2025-05-08_1903605403780117882.md
如何评价傅首尔长相？,日本,2025-05-21 16:26,204,3,16,如何评价傅首尔长相？_Mortis_2025-05-21_1908559243524707046.md
如何评价动画《BanG Dream! Ave Mujica》第七话？,日本,2025-02-19 13:11,95,8,376,如何评价动画《BanG Dream! Ave Mujica》第七话？_Mortis_2025-02-19_104872382610.md
如何评价动画《颂乐人偶》的主唱三角初华?,日本,2025-02-24 21:53,10,2,22,如何评价动画《颂乐人偶》的主唱三角初华__Mortis_2025-02-24_109422163489.md
如何评价动画片《BanG Dream! Ave Mujica》第九话?,日本,2025-02-28 00:22,0,0,0,如何评价动画片《BanG Dream! Ave Mujica》第九话__Mortis_2025-02-28_112279343465.md
如何评价动画片《BanG Dream! Ave Mujica》第十话?,日本,2025-03-07 00:49,157,18,20,如何评价动画片《BanG Dream! Ave Mujica》第十话__Mortis_2025-03-07_118243245508.md
如何评价大爷做街头挑战写的《我的母亲》这篇作文？,日本,2025-07-14 12:41,83,4,359,如何评价大爷做街头挑战写的《我的母亲》这篇作文？_Mortis_2025-07-14_1928071539225523909.md
如何评价大胃袋良子这一块？,日本,2025-06-20 20:06,3616,88,17,如何评价大胃袋良子这一块？_Mortis_2025-06-20_1919486395870865154.md
如何评价猫娘神？,日本,2025-05-26 21:01,16,0,24,如何评价猫娘神？_Mortis_2025-05-26_1910440438210470688.md
如何评价番剧《BanG Dream: Ave mujica》第六集？,日本,2025-02-05 00:08,11,0,12,如何评价番剧《BanG Dream_ Ave mujica》第六集？_Mortis_2025-02-05_92900722393.md
如何评价知乎用户“牡丹峰Moranbong”？,日本,2025-03-19 22:07,330,9,12,如何评价知乎用户“牡丹峰Moranbong”？_Mortis_2025-03-19_128020557889.md
如何评价知名女声优进藤天音出轨?,日本,2025-07-25 21:51,304,16,143,如何评价知名女声优进藤天音出轨__Mortis_2025-07-25_1932196349715125622.md
如何评价纽约时报爆料马斯克吸毒膀胱病变？,日本,2025-06-02 19:48,0,0,42,如何评价纽约时报爆料马斯克吸毒膀胱病变？_Mortis_2025-06-02_1912958689054273733.md
如何评价董明珠说“海龟里面有间谍”这句话？,日本,2025-05-24 16:05,11,1,61,如何评价董明珠说“海龟里面有间谍”这句话？_Mortis_2025-05-24_1909641269774389825.md
如果丰川祥子和骆驼祥子互换身体穿越会发生什么?,日本,2025-03-14 11:25,2,0,11,如果丰川祥子和骆驼祥子互换身体穿越会发生什么__Mortis_2025-03-14_124045409334.md
如果从此刻起，世界上所有的人都无条件服从你的命令，你只能做三件事，你会做哪三件？,日本,2025-03-10 13:20,3,2,49,如果从此刻起，世界上所有的人都无条件服从你的命令，你只能做三件事，你会做哪三件？_Mortis_2025-03-10_120878790386.md
如果你是ob一串字母女士，你危急关头获得了一生只能使用一次的时停能力，你会不会用在阻止喵梦摘面具上？,日本,2025-02-04 22:37,1,0,21,如果你是ob一串字母女士，你危急关头获得了一生只能使用一次的时停能力，你会不会用在阻止喵梦摘面具上？_Mortis_2025-02-04_92847409727.md
如果你高考 670 以上，会报福耀科技大学吗？,日本,2025-07-10 11:52,411,18,17,如果你高考 670 以上，会报福耀科技大学吗？_Mortis_2025-07-10_1926609595968787109.md
如果把邦多利所有角色拉进一个聊天群会发生什么？,日本,2025-02-10 00:02,72,0,22,如果把邦多利所有角色拉进一个聊天群会发生什么？_Mortis_2025-02-10_96905879657.md
如果给你15块，让你用千早爱音组个乐队，你会怎么选?,日本,2025-02-07 10:28,241,15,120,如果给你15块，让你用千早爱音组个乐队，你会怎么选__Mortis_2025-02-07_94730056281.md
如果给历史上的罪人排个名，你觉得谁能排第一？?,日本,2025-06-03 21:27,6,3,21,如果给历史上的罪人排个名，你觉得谁能排第一？__Mortis_2025-06-03_1913346113488004835.md
如果让你点外卖给古代皇帝吃，你觉得你点什么最保险，至少不会惹怒皇帝？,日本,2025-08-09 13:25,4822,385,20,如果让你点外卖给古代皇帝吃，你觉得你点什么最保险，至少不会惹怒皇帝？_Mortis_2025-08-09_1937504740708692790.md
姜萍有可能未来获得菲尔兹奖吗？,日本,2025-07-14 18:28,5,1,18,姜萍有可能未来获得菲尔兹奖吗？_Mortis_2025-07-14_1928158872708821061.md
媚眼如丝是什么样子？,日本,2025-08-15 15:10,393,37,962,媚眼如丝是什么样子？_Mortis_2025-08-15_1939705397977027319.md
学了三年古典魔法，有些后悔，现在改学大火的元素魔法或者材料魔法还来得及吗？,日本,2026-02-25 19:24,20,2,894,学了三年古典魔法，有些后悔，现在改学大火的元素魔法或者材料魔法还来得及吗？_Mortis_2026-02-25.md
官方通报杭州自来水异味，初步查明系特定条件藻类厌氧降解产生的硫醚类物质，这是什么物质？对健康有影响吗？,日本,2025-07-19 20:52,100,10,0,官方通报杭州自来水异味，初步查明系特定条件藻类厌氧降解产生的硫醚类物质，这是什么物质？对健康有影响吗_Mortis_2025-07-19_1930007155676775296.md
家长把伴随小孩数年的宠物杀了做菜，B 站相关视频中出现大量「杀光中国家长」的弹幕，有哪些信息值得关注？,日本,2025-07-12 00:01,710,108,1162,家长把伴随小孩数年的宠物杀了做菜，B 站相关视频中出现大量「杀光中国家长」的弹幕，有哪些信息值得关注_Mortis_2025-07-12_1927155441525331468.md
对一个人下头的瞬间是什么？,日本,2025-10-23 23:55,2473,151,21,对一个人下头的瞬间是什么？_Mortis_2025-10-23_1964842311549695506.md
工业克苏鲁什么意思?,日本,2025-07-06 09:18,1,1,11,工业克苏鲁什么意思__Mortis_2025-07-06_1925121339435508780.md
希特勒在中国的人气很高吗？,日本,2025-06-03 00:17,29,4,50,希特勒在中国的人气很高吗？_Mortis_2025-06-03_1913026396764247428.md
帮人代打，号主疑似弃号怎么办？,日本,2025-02-01 09:47,14,5,628,帮人代打，号主疑似弃号怎么办？_Mortis_2025-02-01_90514961599.md
广井菊里、伊地知星歌、丰川清告、河原木桃香和RUPA来了，但你只准备了四罐酒，高情商的你如何处理此事？,日本,2025-05-22 10:38,0,2,71,广井菊里、伊地知星歌、丰川清告、河原木桃香和RUPA来了，但你只准备了四罐酒，高情商的你如何处理此事_Mortis_2025-05-22_1908834180504215874.md
庙里的和尚一个个满面红光的，他们真的不吃肉吗？,日本,2025-10-16 10:27,455,42,51,庙里的和尚一个个满面红光的，他们真的不吃肉吗？_Mortis_2025-10-16_1962102257010074755.md
建议让全国各地所有中小学一律统一让女性剪齐耳短发 都要剪短发 一律实行一刀切 你们支持吗？,日本,2025-07-12 17:21,205,10,32,建议让全国各地所有中小学一律统一让女性剪齐耳短发 都要剪短发 一律实行一刀切 你们支持吗？_Mortis_2025-07-12_1927417407485478818.md
当一个人知道自己快要死了，会恐惧吗？,日本,2025-07-19 10:57,153,13,2442,当一个人知道自己快要死了，会恐惧吗？_Mortis_2025-07-19_1929857264010895593.md
怀孕的魔法少女还能战斗吗?,日本,2025-07-16 22:05,69,1,57,怀孕的魔法少女还能战斗吗__Mortis_2025-07-16_1928938361269233564.md
我是mortis墨缇丝，如何让小睦不那么惦记着祥子酱？,日本,2025-02-09 23:53,9,2,32,我是mortis墨缇丝，如何让小睦不那么惦记着祥子酱？_Mortis_2025-02-09_96900859661.md
我是乐队鼓手，我们乐队的主唱突然问到底什么是幸福，我该怎么回复？,日本,2025-02-07 12:44,272,27,182,我是乐队鼓手，我们乐队的主唱突然问到底什么是幸福，我该怎么回复？_Mortis_2025-02-07_94855985321.md
我觉得《魔法少女小圆》里的丘比是功臣，我的这个认知有偏差吗？,日本,2025-04-13 07:20,191,2,37,我觉得《魔法少女小圆》里的丘比是功臣，我的这个认知有偏差吗？_Mortis_2025-04-13_1894651083500011839.md
所以，困住自己的到底是什么？,日本,2025-08-14 23:05,379,31,1009,所以，困住自己的到底是什么？_Mortis_2025-08-14_1939462586308486701.md
把一件事坚持30天会怎么样？,日本,2025-08-02 15:30,3014,139,730,把一件事坚持30天会怎么样？_Mortis_2025-08-02_1934999538323657884.md
据说《哪吒2》在日本上映门票被抢光，这会不会对日本动漫产生深远的影响？,日本,2025-03-28 20:12,9,3,21,据说《哪吒2》在日本上映门票被抢光，这会不会对日本动漫产生深远的影响？_Mortis_2025-03-28_1889047126106940974.md
敢不敢留下一张自拍照让人打分？,日本,2025-06-15 01:25,77,4,57,敢不敢留下一张自拍照让人打分？_Mortis_2025-06-15_1917392304152482514.md
数学中，你最服的技巧是哪个？,日本,2025-07-13 16:05,276,20,114,数学中，你最服的技巧是哪个？_Mortis_2025-07-13_1927760565486466057.md
文笔挑战：“月印千江水”，  ——----。下一句该怎么接？,日本,2025-02-02 22:01,5,0,5,文笔挑战：“月印千江水”，  ——----。下一句该怎么接？_Mortis_2025-02-02_91519568301.md
斯奎奇大王（牢A）为什么那么多人信？,日本,2026-02-20 20:14,21,3,35,斯奎奇大王（牢A）为什么那么多人信？_Mortis_2026-02-20.md
新高二生，感觉已经悟到了天道怎么办？,日本,2026-02-23 11:28,220,16,1887,新高二生，感觉已经悟到了天道怎么办？_Mortis_2026-02-23.md
方大同离世和长期素食有关吗?,日本,2025-03-05 19:47,24,1,25,方大同离世和长期素食有关吗__Mortis_2025-03-05_117198175941.md
日出而作，下一句是什么？,日本,2025-08-01 18:13,44,8,4,日出而作，下一句是什么？_Mortis_2025-08-01_1934678151759369086.md
明明看到当妈妈很累，为什么有人还愿意做妈妈？,日本,2025-05-08 22:08,11,2,572,明明看到当妈妈很累，为什么有人还愿意做妈妈？_Mortis_2025-05-08_1903934306881103663.md
普通和理所当然的区别是什么?,日本,2025-06-08 15:40,6,0,36,普通和理所当然的区别是什么__Mortis_2025-06-08_1915070716887430880.md
普通老百姓撞了豪车，是不是真该毁一生？,日本,2025-02-01 14:13,1,0,31,普通老百姓撞了豪车，是不是真该毁一生？_Mortis_2025-02-01_90668726293.md
最近写的两首诗，求锐评?,日本,2025-06-09 15:41,5,4,205,最近写的两首诗，求锐评__Mortis_2025-06-09_1915433378909487676.md
有一个妹妹是种怎样的体验？,日本,2025-08-21 23:31,1875,104,807,有一个妹妹是种怎样的体验？_Mortis_2025-08-21_1942006031245898352.md
有人敲门，开水开了，电话响了，孩子哭了，你先顾谁？,日本,2025-07-15 14:31,172,29,702,有人敲门，开水开了，电话响了，孩子哭了，你先顾谁？_Mortis_2025-07-15_1928461643232309827.md
有人知道这种章鱼的具体名字吗？,日本,2025-01-30 14:30,430,25,256,有人知道这种章鱼的具体名字吗？_Mortis_2025-01-30_89519685536.md
有哪一刻，你觉得是在被自己的小猫好好守护着的？,日本,2025-08-22 13:25,196,29,1771,有哪一刻，你觉得是在被自己的小猫好好守护着的？_Mortis_2025-08-22_1942215868370105133.md
有哪些很短的恐怖故事？,日本,2025-08-23 21:33,109,17,1418,有哪些很短的恐怖故事？_Mortis_2025-08-23_1942701020493878338.md
有哪些歌词被你听错了很久，知道真相后感到哭笑不得？,日本,2025-11-06 10:11,26,2,22,有哪些歌词被你听错了很久，知道真相后感到哭笑不得？_Mortis_2025-11-06.md
有哪些看起来热量很高，实际热量却很低的食物？,日本,2025-02-24 22:18,11,7,13,有哪些看起来热量很高，实际热量却很低的食物？_Mortis_2025-02-24_109441050086.md
有哪些高颜值的摇滚乐手？,日本,2025-07-15 19:17,21,5,0,有哪些高颜值的摇滚乐手？_Mortis_2025-07-15_1928533643116122526.md
有天赋的作家写出来的文字是什么样的？,日本,2025-07-28 12:44,806,46,837,有天赋的作家写出来的文字是什么样的？_Mortis_2025-07-28_1933145888143958779.md
有没有那种能把我虐哭的短篇小虐文，要那种虐的肝疼的？,日本,2025-08-20 09:45,110,14,6702,有没有那种能把我虐哭的短篇小虐文，要那种虐的肝疼的？_Mortis_2025-08-20_1941435771576885272.md
有目击者称，看到若叶睦去海玲家。这是真的吗？,日本,2025-02-21 00:20,4,0,7,有目击者称，看到若叶睦去海玲家。这是真的吗？_Mortis_2025-02-21_106293478960.md
木柜子乐队这个词的含义是什么？,日本,2025-01-30 20:53,8,1,59,木柜子乐队这个词的含义是什么？_Mortis_2025-01-30_89693619341.md
极度疲劳下，人一次最多能睡多久？,日本,2025-04-28 19:50,11,0,13,极度疲劳下，人一次最多能睡多久？_Mortis_2025-04-28_1900275666496258191.md
母鸡卡、卖狗、库来西库这三个乐队再加一个sumimi共计11个人，谁更能打？,日本,2025-03-02 22:33,12,1,355,母鸡卡、卖狗、库来西库这三个乐队再加一个sumimi共计11个人，谁更能打？_Mortis_2025-03-02_114610460991.md
汉族的第一伟人是谁？,日本,2025-07-06 11:15,9,0,3,汉族的第一伟人是谁？_Mortis_2025-07-06_1925150900223189339.md
满族人的性格是怎样的？,日本,2025-07-25 12:54,601,66,948,满族人的性格是怎样的？_Mortis_2025-07-25_1932061151505675397.md
演员到底有多吃天赋？,日本,2025-02-06 19:43,7,2,75,演员到底有多吃天赋？_Mortis_2025-02-06_94345392345.md
濒死体验是否真实存在？可以解读为灵魂出窍吗？,日本,2025-09-13 19:03,1049,72,825,濒死体验是否真实存在？可以解读为灵魂出窍吗？_Mortis_2025-09-13_1950273358441718396.md
爸爸拿我和“谷爱凌”比，我该怎么办？,日本,2025-05-12 10:37,4,1,10,爸爸拿我和“谷爱凌”比，我该怎么办？_Mortis_2025-05-12_1905210022134286219.md
环球小姐因伪造学历获刑 240 天，暴露出哪些问题？选美行业为什么也会有学历崇拜？,日本,2025-05-12 00:47,67,4,19,环球小姐因伪造学历获刑 240 天，暴露出哪些问题？选美行业为什么也会有学历崇拜？_Mortis_2025-05-12_1905061487384466020.md
男人为什么到了一定年纪就喜欢喝酒？,日本,2025-11-03 23:52,43,5,8,男人为什么到了一定年纪就喜欢喝酒？_Mortis_2025-11-03.md
男子分享妈妈亲手缝的 NIKE 书包火了，耐克回应缝得真棒，你收到过哪些家人为自己亲手制作的「爱」？,日本,2025-09-16 18:25,596,17,562,男子分享妈妈亲手缝的 NIKE 书包火了，耐克回应缝得真棒，你收到过哪些家人为自己亲手制作的「爱」？_Mortis_2025-09-16_1951350963714626338.md
白酒是否在失去在 00 后一代人的市场?,日本,2025-07-07 17:20,11,0,19,白酒是否在失去在 00 后一代人的市场__Mortis_2025-07-07_1925605025075398645.md
看Ave Mujica时发觉自己哪方面都不像丰川祥子怎么办？,日本,2025-06-13 17:24,2,0,18,看Ave Mujica时发觉自己哪方面都不像丰川祥子怎么办？_Mortis_2025-06-13_1916908825283387891.md
看mygo时发觉每个女孩都特别像我孩子怎么办?,日本,2025-04-29 12:41,8,0,21,看mygo时发觉每个女孩都特别像我孩子怎么办__Mortis_2025-04-29_1900530004368012343.md
真正的释怀是一种什么样的感觉？,日本,2025-08-17 17:22,159,15,876,真正的释怀是一种什么样的感觉？_Mortis_2025-08-17_1940463417753330490.md
知乎 ID 角色扮演是怎么玩起来的呢？,日本,2025-01-28 19:18,191,37,75,知乎 ID 角色扮演是怎么玩起来的呢？_Mortis_2025-01-28_88581466599.md
禁止哪项技术后可将人类文明锁死在中世纪？,日本,2025-07-11 11:03,2,0,2,禁止哪项技术后可将人类文明锁死在中世纪？_Mortis_2025-07-11_1926959768775422522.md
网恋的你们现在怎么样了？,日本,2025-08-14 12:54,298,46,1046,网恋的你们现在怎么样了？_Mortis_2025-08-14_1939308910545700606.md
能不能留下一些莫名其妙的话再走？,日本,2025-08-24 12:19,315,32,2673,能不能留下一些莫名其妙的话再走？_Mortis_2025-08-24_1942923897746991011.md
自己的宗教信仰被人严重冒犯，感到愤怒又难过，应当怎么正确面对？,日本,2025-08-01 14:31,135,2,0,自己的宗教信仰被人严重冒犯，感到愤怒又难过，应当怎么正确面对？_Mortis_2025-08-01_1934622288453546062.md
要怎样的经济水平才能养得起一个日本动画里面的女仆？,日本,2025-11-06 20:59,266,18,2101,要怎样的经济水平才能养得起一个日本动画里面的女仆？_Mortis_2025-11-06.md
解函数方程f^2(x)+f^2(y)=f(x+y)f(x-y)+1?,日本,2025-06-16 17:46,0,0,25,解函数方程f^2(x)+f^2(y)=f(x+y)f(x-y)+1__Mortis_2025-06-16_1918001395287695927.md
评价一下Ave Mujica团队的神人程度?,日本,2025-02-19 21:18,67,11,915,评价一下Ave Mujica团队的神人程度__Mortis_2025-02-19_105264692495.md
诗歌能写好城市生活吗？有哪些成功例子？,日本,2025-07-15 14:18,14,2,396,诗歌能写好城市生活吗？有哪些成功例子？_Mortis_2025-07-15_1928458287982023753.md
说实话，你愿意与韦东奕交换人生吗？,日本,2025-06-28 15:54,2,1,18,说实话，你愿意与韦东奕交换人生吗？_Mortis_2025-06-28_1922322021217449544.md
请你说出一位鲜为人知的中共重要党史人物？,日本,2025-06-28 16:52,94,17,22,请你说出一位鲜为人知的中共重要党史人物？_Mortis_2025-06-28_1922336649762828608.md
请在队内已经有祐天寺若麦的情况下，组建你的少女乐队（5人，不允许炸团），现在你有15块，你会怎么选？,日本,2025-02-04 20:12,105,10,31,请在队内已经有祐天寺若麦的情况下，组建你的少女乐队（5人，不允许炸团），现在你有15块，你会怎么选？_Mortis_2025-02-04_92757956087.md
谁能告诉我活着是为了什么？,日本,2025-10-16 14:06,1429,120,1220,谁能告诉我活着是为了什么？_Mortis_2025-10-16_1962157386786648321.md
谢惠民教授于 9 月 2 日辞世，如何评价他的一生？,日本,2025-09-03 00:09,30,10,6,谢惠民教授于 9 月 2 日辞世，如何评价他的一生？_Mortis_2025-09-03.md
这首短诗怎么样?,日本,2025-06-19 16:25,4,1,461,这首短诗怎么样__Mortis_2025-06-19_1919068385402134534.md
都说全女模式不行，那么请问有没有全女模式能行的案例？,日本,2025-06-13 00:06,33,7,0,都说全女模式不行，那么请问有没有全女模式能行的案例？_Mortis_2025-06-13_1916647622204199104.md
重生者应该怎么利用信息差？,日本,2025-03-05 00:14,3,0,24,重生者应该怎么利用信息差？_Mortis_2025-03-05_116473767595.md
野史究竟能有多野？,日本,2025-11-16 21:05,76,8,41,野史究竟能有多野？_Mortis_2025-11-16.md
韦东奕你对这个数学天才怎么看？,日本,2025-06-11 10:09,1,0,18,韦东奕你对这个数学天才怎么看？_Mortis_2025-06-11_1916074441080837829.md
高三放纵一个下午有影响吗？,日本,2025-07-24 15:10,49,4,683,高三放纵一个下午有影响吗？_Mortis_2025-07-24_1931732941194633444.md
高中是什么样的啊？很青春吗？,日本,2025-11-06 22:35,6064,182,1525,高中是什么样的啊？很青春吗？_Mortis_2025-11-06.md
