标题,发布/编辑时间,赞同数,内容摘要,链接
官方通报杭州自来水异味，初步查明系特定条件藻类厌氧降解产生的硫醚类物质，这是什么物质？对健康有影响吗？,未知,0,…,https://www.zhihu.com/question/1929927890734145793/answer/1930007155676775296
当一个人知道自己快要死了，会恐惧吗？,未知,0,他们说太姥姥快不行了的时候，我还在上小学。我们全家人挤在一辆小轿车里沿着国道往农村开，我和妹妹轮流坐在姥爷腿上，中途路过大商场，买了牛奶和咸鸭蛋。 到达已是黄昏，院子里有鸡在啄土豆，还有很多辆车。姨去做…,https://www.zhihu.com/question/319641604/answer/1929857264010895593
和尚自称老衲，道士自称贫道，上班族应该自称什么？,未知,0,同志…,https://www.zhihu.com/question/1905784537872577712/answer/1929824872315466905
你们都什么时候对男女之事开窍的？,未知,0,我老家有个早市，早市有人杀驴，固定在周二、周四、周六，姥姥就周六带我来买驴肉。 当时我还是小学生，没有丰富的生物学知识，就指着卸下来的部件问： “姥姥，姥姥，这是啥？” “这是后丘、屁股肉，烀着吃，酱着吃，…,https://www.zhihu.com/question/658579423/answer/1929513564491747842
怀孕的魔法少女还能战斗吗?,未知,0,多年以后，面对行为越来越像她的父亲们的Mortis，丰川祥子总会想起自己向丘比许愿还清老登168亿债务的那个下午。…,https://www.zhihu.com/question/641874950/answer/1928938361269233564
你愿意花多少钱买一个小摊的手工厚牛肉汉堡呢?,未知,0,我上小学的时候，校门口总有推车卖小食品的。固定的是三样：竹筒粽子、章鱼小丸子、鸡蛋汉堡。 竹筒粽子是经常能吃到的，两块钱一根，外婆买给我。一个大号二踢脚状的竹筒，装上江米，水里泡到刚闻见点酸味，插个签子…,https://www.zhihu.com/question/634917384/answer/1928857615296882154
有哪些高颜值的摇滚乐手？,未知,0,…,https://www.zhihu.com/question/28918006/answer/1928533643116122526
有人敲门，开水开了，电话响了，孩子哭了，你先顾谁？,未知,0,“真是帮大忙了呢，八幡先生。果然我一个人是难以处理坏掉的水管的。” “不用客气，千早夫人，邻里之间互帮互助是应该的。” “水烧开了呢，请务必喝一杯茶再走。” “非常感谢！是很美味的茶，感觉身上也热了起来。不…,https://www.zhihu.com/question/463695772/answer/1928461643232309827
诗歌能写好城市生活吗？有哪些成功例子？,未知,0,Pictures of A City Peter Sinfield Concrete cold face cased in steel， Stark sharp glass-eyed crack and p…,https://www.zhihu.com/question/1924068783972120507/answer/1928458287982023753
你在教材中看到过最长的证明是什么？,未知,0,LYM院士关于辛矩阵标准型的讨论。 其实我感觉他证的有问题，后来别人给了更强的结果，看起来是没问题的。…,https://www.zhihu.com/question/57050011/answer/1928218118376916826
写克苏鲁应该如何避免写成中式克苏鲁？,未知,0,说起来，我有个毛病，就是总把这种外国词的字符顺序记错，比如把“克苏鲁”记成“克鲁苏”，把实变函数里那个“勒贝格”记成“格贝勒”，把第二钢协很出名的那个“拉赫玛尼诺夫”记成“拉玛赫尼诺夫”。 这闹了不少麻…,https://www.zhihu.com/question/1919555059789862552/answer/1928173561350161994
姜萍有可能未来获得菲尔兹奖吗？,未知,0,可能的，且概率远大于葛立恒数分之一。,https://www.zhihu.com/question/1920919838748041874/answer/1928158872708821061
佐仓杏子总是吃那么多，为什么没有变成一个胖子？,未知,0,因为她还没来得及……,https://www.zhihu.com/question/1904499645977195268/answer/1928158314845407000
你们见过最逆天的女主设定是什么样的？,未知,0,和自己小姨谈恋爱。…,https://www.zhihu.com/question/62832998/answer/1928158154614605780
如何在外形不使用猫耳猫尾元素，行为不猫叫，不做猫的动作的情况下，设计一个人人都看得出来的猫娘角色?,未知,0,想吃麦当劳……,https://www.zhihu.com/question/1914116085403346284/answer/1928103979017036675
如何评价大爷做街头挑战写的《我的母亲》这篇作文？,未知,0,网红让俺写文章，俺就写写俺老娘。 娘本西村窈窕女，嫁来东村作人妇。 鸡未鸣，夜未央，起锅添柴煮晨粮。 嘴也多，粮也少，粗布裹身，汗落灶台化粥香。 不上桌，灶边忙，待得儿饱才捧碗，冷粥犹温慰饥肠。 布虽旧，手更巧…,https://www.zhihu.com/question/1926415649955099029/answer/1928071539225523909
什么才叫文笔幼稚？,未知,0,下象棋 周六早上，晴空万里，万里无云，妈妈跟我说她要去早市买藕和排骨，中午做排骨炖藕，让我在她回来之前把周记写完。我说，妈妈你放心吧，我现在就去写。妈妈说，你别乱划拉，我看上…,https://www.zhihu.com/question/469012248/answer/1927815439137870438
数学中，你最服的技巧是哪个？,未知,0,陶哲轩的那本加性组合里有这样一个技巧，大概是这样的： 已经得到，左边≤C•右边，C是一个大于1的常数，现在想把C改进为1。我记得是关于图的，把图做n次乘积，再证明可以把n提出了，就得到了左边≤C^1/n•右边，于是C可以改进为1。…,https://www.zhihu.com/question/66094972/answer/1927760565486466057
在中国儿子就那么重要吗?,未知,0,N年前，一个远房亲戚来串门。趁我家大人不在，他要用童子尿煮鸡蛋，就准备去对门家要点童子尿。妹妹跟他说，我就是童子，我尿。亲戚讲，你算什么童子，得是男孩，必须是童男子的煮。,https://www.zhihu.com/question/1899331587742597522/answer/1927511170044100949
建议让全国各地所有中小学一律统一让女性剪齐耳短发 都要剪短发 一律实行一刀切 你们支持吗？,未知,0,高中老师不让我披头散发的，于是我就改马尾了， 从面前垂下来的那种。…,https://www.zhihu.com/question/1926226575986259057/answer/1927417407485478818
哪些食物可以称得上是民主食物？,未知,0,…,https://www.zhihu.com/question/1925658527558501665/answer/1927391756871242802
家长把伴随小孩数年的宠物杀了做菜，B 站相关视频中出现大量「杀光中国家长」的弹幕，有哪些信息值得关注？,未知,0,还没上小学的时候，我家有盆仙人掌。一次，妹妹被马蜂蛰了，外婆就切下一块仙人掌给她敷上。我看到仙人掌绿塑料般的皮被剖开，露出水晶质感的内部，像肉皮冻一样。 我想吃。 于是怂恿妹妹，“你这个外敷好得慢，得内外…,https://www.zhihu.com/question/1926415540131443151/answer/1927155441525331468
地球首次短暂突破 2℃ 升温警戒线，联合国发出警告，这意味着什么？将带来哪些影响？,未知,0,意味着blessing kim的接班人已经冉冉升起。…,https://www.zhihu.com/question/631285465/answer/1927060897542680724
禁止哪项技术后可将人类文明锁死在中世纪？,未知,0,投票,https://www.zhihu.com/question/642683269/answer/1926959768775422522
如果你高考 670 以上，会报福耀科技大学吗？,未知,0,去组少女乐队也比上这个👆学校强啊。…,https://www.zhihu.com/question/1924146399940961896/answer/1926609595968787109
女生衣着覆盖率 30% 真的不适合去公共场合吗？,未知,0,我决定只在有理数坐标点上穿衣服： 这样，我身上任何一点的任何开邻域都不是完全裸露的；同时，所穿衣服的勒贝格测度为零。…,https://www.zhihu.com/question/638777886/answer/1926442004490982341
evamujica主题曲《killkiss》的歌词中的“下流”是什么意思?,未知,0,祥子是大小姐生的，是个“上流”； 初音是女仆生的，是个“下流”。…,https://www.zhihu.com/question/1926278709163299351/answer/1926439413216421432
丰川祥子为什么要隐瞒自己退出CRYCHIC的原因？,未知,0,前边oblivious了，后边oblivious了。 总之， 钩子。…,https://www.zhihu.com/question/653248640/answer/1926364207206597874
白酒是否在失去在 00 后一代人的市场?,未知,0,福寿膏是否正在失去新中国一代人的市场？,https://www.zhihu.com/question/12303778372/answer/1925605025075398645
汉族的第一伟人是谁？,未知,0,唐可可…,https://www.zhihu.com/question/1922599560754234381/answer/1925150900223189339
工业克苏鲁什么意思?,未知,0,为什么没有按时间排序？,https://www.zhihu.com/question/648573938/answer/1925121339435508780
如何评价《大展鸿图》这首歌？为什么火起来了？,未知,0,二次元美少女说唱有没有搞头？,https://www.zhihu.com/question/1916256149692487663/answer/1924815409951010899
你觉得预言 7 月 5 日海啸是真的吗?,未知,0,希望是真的，快点重开吧……,https://www.zhihu.com/question/1924172714349945147/answer/1924629538186438414
如何理解语文题「乘法是这样的」，为什么这么奇葩？,未知,0,乘法是这样的：“少女乐队”乘以“人格分裂”，再乘以“丰川家的黑暗”，等于“ave mujica”，又等于“无法预测的命运舞台”，最后等于“屎💩”…,https://www.zhihu.com/question/1899581207672501628/answer/1924116108866197092
请你说出一位鲜为人知的中共重要党史人物？,未知,0,莫悌斯（1893.1.14-1966. ? . ?）…,https://www.zhihu.com/question/1919816394779919457/answer/1922336649762828608
说实话，你愿意与韦东奕交换人生吗？,未知,0,不愿意，因为我不想让他过得这么痛苦。,https://www.zhihu.com/question/1921569210921889981/answer/1922322021217449544
为什么很多西方语言会出现阴性、阳性这种属性?,未知,0,阴阳是ZHMZ的伟大发明。邪恶的西方通过偷窃《永乐大典》将此据为己有，还恬不知耻地大量使用。,https://www.zhihu.com/question/653896029/answer/1921891131723087903
你是伪人吗？,未知,0,我是奶龙…,https://www.zhihu.com/question/1916220300523209890/answer/1921889855744487583
如何评价大胃袋良子这一块？,未知,0,良子什么时候去拍《热辣滚烫2》啊？,https://www.zhihu.com/question/7272414588/answer/1919486395870865154
你们怎么看待女生纹身呢？,未知,0,上高中的时候自残，拿钢笔划手臂，现在墨水也没代谢掉……,https://www.zhihu.com/question/324660695/answer/1919193544926658905
这首短诗怎么样?,未知,0,读第一节的时候，感到的是迷惑，大概是：针射爆酒瓶，撒一地玻璃？但云是怎么回事？接着往下读，“强暴”使我隐约地联想到“爱情、婚姻”。 读第二节的时候，“爱情”二字肯定了我对诗义的猜测。这一节的意象相较于第…,https://www.zhihu.com/question/1918976330650874326/answer/1919068385402134534
丰川祥子、海老冢智来了，但你只准备了一个键盘，高情商的你如何处理此事？,未知,0,四手联弹,https://www.zhihu.com/question/1907741097972708582/answer/1918261226150032673
解函数方程f^2(x)+f^2(y)=f(x+y)f(x-y)+1?,未知,0,对x求导，对y求导，令x=y. 得f(x)=cosx…,https://www.zhihu.com/question/1917943407977961282/answer/1918001395287695927
可以写一句莫名其妙的话吗?,未知,0,对于有限个给定哈基米哇袄成的叮咚鸡，我们可以构造一组单位正交米哈基，这个大狗被称作AUV-小白手套CCB,https://www.zhihu.com/question/663883875/answer/1917939110615716322
为什么有人说陈梦花400亿买下奥运单打名额呢？,未知,0,400亿是开的发票。,https://www.zhihu.com/question/1916057938289750625/answer/1917679168289748965
“我爱你，但与你无关”，怎么读懂这句话？,未知,0,我爱的是睦，和你Mortis有什么关系？…,https://www.zhihu.com/question/1897393312534622942/answer/1917594987987727427
敢不敢留下一张自拍照让人打分？,未知,0,睦子米，你漂亮吗？ 睦头睦头漂亮漂亮 喵梦喵梦你拿着鼓棒 你说要芭菲，你说要瓜黄 我不能种也不能抢 我只有一张吱吱嘎嘎响的床…,https://www.zhihu.com/question/654927580/answer/1917392304152482514
如何看待 2025 年多地推出升级版「禁酒令」，明确规定工作餐不得提供高档菜肴、烟酒？,未知,0,以前犯了错误需要自罚三杯，现在不需要了。,https://www.zhihu.com/question/1915750650832184691/answer/1917388487117746473
如何看待网络热梗“我是 xx 的狗”，是一种自轻自贱吗？,未知,0,横眉冷对千夫指，俯首甘为saki狗🐶…,https://www.zhihu.com/question/1916519384924553495/answer/1917268737733661663
看Ave Mujica时发觉自己哪方面都不像丰川祥子怎么办？,未知,0,saki只应天上有，人世能有几度闻？…,https://www.zhihu.com/question/1887495549776810421/answer/1916908825283387891
都说全女模式不行，那么请问有没有全女模式能行的案例？,未知,0,…,https://www.zhihu.com/question/1910720347642258525/answer/1916647622204199104
为什么「看起来很闲」的领导，反而最有本事？,未知,0,你可以这样思考： 领导是不干活的，所以没有领导的生产效率是最高的。 “不存在领导”是一个理想模型，无法达到。 越“闲”的领导越接近理想模型，生产效率就越高。…,https://www.zhihu.com/question/1889974658293547499/answer/1916645431380803852
去年那个参加阿里数学竞赛的中专生姜某去哪了？她是数学天才吗？参加今年的高考了吗？,未知,0,姜萍同学受到了巨大的网络暴力。就在她几乎要终结自己的生命的时候，一首名为《李白》的歌曲拯救了她，给予了她力量。如今，她身处前往燕郊的高铁，前方还是一片雾茫茫。…,https://www.zhihu.com/question/1916427994748137663/answer/1916643457121902719
为什么简中ip都说日本米贵，日本ip都说米不贵？,未知,0,V我50（人民币）叫爸爸。,https://www.zhihu.com/question/1914385730291110340/answer/1916555080624234669
喜欢上了长期素食怎么办？,未知,0,只吃素食会缺乏营养，需要通过喝素奶补上这一块。…,https://www.zhihu.com/question/1915788874262774090/answer/1916514750965187707
乒超联赛，樊振东与王楚钦早晚要碰，能预测他们的比赛结果吗？,未知,0,…,https://www.zhihu.com/question/1915729538257777818/answer/1916269182007370198
假如一天清晨，三角初华从烦躁不安的睡梦中醒来，发现自己在床上变成了一只大的吓人的金毛大狗会怎么样？,未知,0,大狗大狗叫 小白脚套真可爱 给我踩踩背…,https://www.zhihu.com/question/1913907496185205610/answer/1916230153354347137
韦东奕你对这个数学天才怎么看？,未知,0,以中有足乐者，不知口体之奉不若人也。,https://www.zhihu.com/question/1914612240939713190/answer/1916074441080837829
嘶哑的喉咙、带血的手、开不了口的艺人，2025高考全国一卷作文想表达什么结合当今时代背景有什么寓意?,未知,0,我的喉咙里长了棉花 无法歌唱 就伸出手吧 从口腔进入，攥紧心脏 妈妈，我的心在跳动，我的心为你跳动 天鹅绒般的月光 请拥抱我 但只是精密地弹奏着赋格 妈妈，我要永远永远离开你 妈妈，我要永远永远爱着你 但是，你在五千年后慈祥地看 但是，棉花在我的喉咙里永远生长…,https://www.zhihu.com/question/1914663701367189771/answer/1915775544953385093
最近写的两首诗，求锐评?,未知,0,仅评价一下第一首： 缺点 ①“切肤之痛”不够痛。 ②堆砌感太强，缺乏意象的关联与情绪的发展。 优点 ①“谁用酒杯支起雕像”很有感觉，让我想到祭祀、英雄和市井。有信仰崩溃的不稳定感，有解构伟大的诙谐感。 ②“喜剧是花朵伏身金床”也比较有感觉，让我想到自然与人力、天真与世俗，有冲突感和冲突无法解决的无奈感。 ③“木蛀的风格……屑炙着足”…,https://www.zhihu.com/question/1915374154217133700/answer/1915433378909487676
普通和理所当然的区别是什么?,未知,0,老百姓被剥削压迫是一件无数次上演的、极其普通的事情，但并不是理所当然的。,https://www.zhihu.com/question/1912083015460446669/answer/1915070716887430880
如何评价 2025 高考新课标 I 卷作文题：老舍、艾青、穆旦名句引发的思考？题目有哪些亮点，好写吗？,未知,0,根据我的分析，命题组是木柜子乐队爱好者 “他想要给孩子们唱上一段，可是心里直翻腾，开不了口。”指羊宫妃那忘词了。 “假如我是一只鸟，我也应该用嘶哑的喉咙歌唱。”指nina第一次live把嗓子唱哑了。 “我要…,https://www.zhihu.com/question/1914640704761726431/answer/1915047158534641205
如何评价 2025 年高考作文题？难度怎么样？你会怎么写？,未知,0,以梦为马，不负韶华 ——全国卷二 我的中考成绩并不理想。幸运的是，托表亲的关系，我得以进入一所中等职业技术学校，修习“造梦”专业——根据客户需求定制梦境，然后输入其大脑，这是个朝阳产业。 算起来，我干这行也有十年之久了。“造梦”的从业人员大约可以分成三个档次：最低级的，就是按照客户的大体要求勾勒一个梦的轮廓；厉…,https://www.zhihu.com/question/1914639251158566693/answer/1914862211735729296
假如一天清晨，千早爱音从烦躁不安的睡梦中醒来，发现自己在床上变成了一只大的吓人的粉色奶龙会怎么样？,未知,0,爱音与Mortis一起观看名为《奶龙》的动画作品。 爱音说：“奶龙的颜色快速改变，头和尾巴的摇晃也不受拘束，这是奶龙的快乐啊。” Mortis说：“你不是奶龙，你怎么知道奶龙的快乐？” 爱音说：“你不是我，…,https://www.zhihu.com/question/1913682438829373060/answer/1913707963551547830
如何评价b站up主逗比的雀巢发布关于何同学的视频?,未知,0,他们俩很熟吗？…,https://www.zhihu.com/question/1911845788901938248/answer/1913704679197636046
如果给历史上的罪人排个名，你觉得谁能排第一？?,未知,0,最邪恶的人是高松灯，原因如图（封印转载）。…,https://www.zhihu.com/question/1900955528416461364/answer/1913346113488004835
希特勒在中国的人气很高吗？,未知,0,越是陌生，越是亲切； 越是残暴，越是慈爱； 越是邪恶，越是伟大； 越是思考，越是疲劳； 越是自由，越是迷茫。…,https://www.zhihu.com/question/15578162594/answer/1913026396764247428
如何评价纽约时报爆料马斯克吸毒膀胱病变？,未知,0,马斯克孩子众多，膀胱想必因充分锻炼而紧致弹牙，而XD导致的病变有增添了奇妙的风味……,https://www.zhihu.com/question/1912239882128040791/answer/1912958689054273733
17 岁中学生成中国首位从北坡登顶珠峰的青少年，这有多厉害？和南坡相比，北坡登顶有哪些挑战？,未知,0,超天才,https://www.zhihu.com/question/1911487556740145665/answer/1911767682086335452
「你要写春天就不能只写春天」，如果你来写春天，你会怎么写？,未知,0,冰雪消融，尸体腐烂。…,https://www.zhihu.com/question/1888635188176744454/answer/1910482731802038793
如何评价猫娘神？,未知,0,哒哒哒，您现在看到的这个人啊，名字叫做猫娘神……,https://www.zhihu.com/question/1895784259937104816/answer/1910440438210470688
如何看特朗普:哈佛很多学生连2+2都不会？,未知,0,…,https://www.zhihu.com/question/1909616802855650853/answer/1910068096284197613
如何评价董明珠说“海龟里面有间谍”这句话？,未知,0,不但海龟里面有间谍，企鹅里面也有！还更多！ 高松灯，她是个大叛徒、大内奸、大工贼！造成了非常非常坏的影响和非常非常大的损失！…,https://www.zhihu.com/question/1899192867794162558/answer/1909641269774389825
广井菊里、伊地知星歌、丰川清告、河原木桃香和RUPA来了，但你只准备了四罐酒，高情商的你如何处理此事？,未知,0,开罐之后广井菊里喝一口，然后嘴对嘴喂，循环以上过程（固定一个人嘴对嘴喂是为了保证每一口几乎相等）。 当一口的量趋于零时，每人最终喝的误差趋于零。…,https://www.zhihu.com/question/1907871710809679548/answer/1908834180504215874
如何评价傅首尔长相？,未知,0,这是傅东京 anon酱，love!…,https://www.zhihu.com/question/1899043245226435150/answer/1908559243524707046
如何看待福耀科技大学校长王树国三问中国教育？,未知,0,如果nina继续读高中，还有今天的トゲナシトゲアリ吗？ 如果hina继续读高中，还有今天的Diamond Dust吗？ 如果山田凉继续读大学，还有今天的结束乐队吗？ 就此，户山香澄感言，“真正的能力是在实战…,https://www.zhihu.com/question/1907236737752757749/answer/1908102738878894959
历史上有没有人是只有功没有过的？,未知,0,若叶睦是只有功没有过的，因为好事算她的，坏事算我的。…,https://www.zhihu.com/question/1903443808064091582/answer/1907951318527616949
亚洲体坛最漂亮的十位女运动员都有谁？,未知,0,…,https://www.zhihu.com/question/493728026/answer/1905754445595272192
爸爸拿我和“谷爱凌”比，我该怎么办？,未知,0,拿令尊跟丰川定治比。…,https://www.zhihu.com/question/515444120/answer/1905210022134286219
环球小姐因伪造学历获刑 240 天，暴露出哪些问题？选美行业为什么也会有学历崇拜？,未知,0,相比之下，少女乐队对学历要求就并不高。…,https://www.zhihu.com/question/1904263305020797410/answer/1905061487384466020
兔子是哺乳动物，为什么兔子可以近亲繁殖？,未知,0,祥子也是哺乳动物，凭什么她就能和小姨繁殖？ + =…,https://www.zhihu.com/question/1903786776876777538/answer/1905060409867740905
你用的最久的一句微信签名是那一句？,未知,0,富强、文明、和谐、爱国、敬业、诚信、友善。,https://www.zhihu.com/question/627043652/answer/1904626350918206310
世界上第6伟大的人是谁?,未知,0,第一伟大：柿本广大。 没有柿本广大，就没有ave mujica，天大地大没有soyo前置装甲大，爹亲娘亲没有band友情亲。 第二伟大：孔子 孔子是老二。 第三伟大：饺子 哪吒是老三。 第四伟大：董袭莹 十年种树，百年树人，四年成材 第五伟大：波尔布特 将马列主义与柬埔寨自然环境结合起来。 第主伟大：姜萍 主＝6…,https://www.zhihu.com/question/1897414190685206141/answer/1904300539455444074
明明看到当妈妈很累，为什么有人还愿意做妈妈？,未知,0,把注意力放在呼吸上的时候，呼吸就变成了一个需要主观意识维持的行为。 去思考为什么活着时，活着就成了一个需要意义的行为。 或许因为很多女性都成了妈妈吧，自己的母亲、朋友、古人、可以预见的未来人、陌生但正在被…,https://www.zhihu.com/question/1900299942154699273/answer/1903934306881103663
如何评价「MyGO!!!!!」主唱高松灯?,未知,0,人们很早就发现，除了R^4外，其他欧氏空间的微分结构是唯一的；后来，经过Freedman和Donaldson的工作，人们知道R^4上甚至有不可数多个不同的微分结构。…,https://www.zhihu.com/question/10197799678/answer/1903605403780117882
为什么姜萍一消失，王虹就证明了挂谷猜想，希尔伯特第六问题也被解决?,未知,0,jumping一消失，柿本广大就拍出了mujica.,https://www.zhihu.com/question/14489215103/answer/1902673851852252914
为什么不认同姜萍的人把姜萍完全不懂数学符号这件事看得很重？,未知,0,我这个C和弦，很厉害吧？…,https://www.zhihu.com/question/1900114236622999562/answer/1902504222643188801
看mygo时发觉每个女孩都特别像我孩子怎么办?,未知,0,soyo没爹，saki没妈，所以你不存在。,https://www.zhihu.com/question/13443767543/answer/1900530004368012343
极度疲劳下，人一次最多能睡多久？,未知,0,醒来之后发现什么都没有变。,https://www.zhihu.com/question/459680751/answer/1900275666496258191
我觉得《魔法少女小圆》里的丘比是功臣，我的这个认知有偏差吗？,未知,0,你觉得天堂是存在的，但天堂和现实间隔着一座血海，所以你决定先实现这片血海。,https://www.zhihu.com/question/1890502866931807629/answer/1894651083500011839
如何看待B站up主温柔JUNZ的视频“请救救刘紫怡，她被戒网瘾学校抓走了”?,未知,0,妙瓦底北伐取得巨大胜利，在漠河与俄罗斯军队会师。,https://www.zhihu.com/question/15730856771/answer/1890347738434090115
假如ave mujica由你来编，你会如何编写剧本？,未知,0,参考出生之家，改成每集剧情独立+全员搞笑角色被迫害+抽象整活 第一集 大喵在演出中裸奔，导致大祥老师剧本重写。 祥子在排练中压力睦，使得睦产生了Mortis人格。 Mortis和睦为抢夺身体控制权展开激烈的豆蒸，两人达成和解，齐心协力控制身体强健了大祥老师，把睦人格射入祥子体内。 被射入体内的睦人格操做，祥子答应了初华***要求…,https://www.zhihu.com/question/1885615952579761432/answer/1889352238167732517
据说《哪吒2》在日本上映门票被抢光，这会不会对日本动漫产生深远的影响？,未知,0,不如BanG Dream Ave Mujica.,https://www.zhihu.com/question/1885635541053207763/answer/1889047126106940974
如何评价《BanG Dream! Ave Mujica》第十二话？,未知,0,乐队虚无主义作品,https://www.zhihu.com/question/15441843732/answer/128734947327
如何评价知乎用户“牡丹峰Moranbong”？,未知,0,是我的一位留学瑞士的发小…,https://www.zhihu.com/question/15321206945/answer/128020557889
如果丰川祥子和骆驼祥子互换身体穿越会发生什么?,未知,0,初华，我想和你困觉……,https://www.zhihu.com/question/14887148821/answer/124045409334
如何评价mujica第11集？,未知,0,阴暗、扭曲、爬行,https://www.zhihu.com/question/14890802255/answer/123803659748
如何用「赤」「橙」「黄」「绿」「青」「蓝」「紫」造句？,未知,0,我要赤金日橙的大蓝子，看绿金正日的黄漫，青金正恩挨紫弹。,https://www.zhihu.com/question/8026857316/answer/122070079402
《会员制餐厅》是反战作品还是反战败作品？,未知,0,事少女乐队作品（迫真）…,https://www.zhihu.com/question/14508811966/answer/120927937312
如果从此刻起，世界上所有的人都无条件服从你的命令，你只能做三件事，你会做哪三件？,未知,0,1.全世界所有女同轮流扣丰川祥子 2.三角初华/音除外 3.三角初华/音必须在旁边认真观看，并写观后感…,https://www.zhihu.com/question/589876285/answer/120878790386
什么叫演戏用力过猛？,未知,0,…,https://www.zhihu.com/question/57953126/answer/120293890204
如何评价《BanG Dream! Ave Mujica》第十话中的三角初华（初音）？,未知,0,主人甜甜圈女士的任务罢了。,https://www.zhihu.com/question/14289247324/answer/119434131301
女儿爱上外孙女怎么办?,未知,0,…,https://www.zhihu.com/question/14341923706/answer/118892622840
如何评价动画片《BanG Dream! Ave Mujica》第十话?,未知,0,我是万万没想到，有一天能和大喵组cp……,https://www.zhihu.com/question/14098842989/answer/118243245508
如何评价《BanG Dream! Ave Mujica》第十集？,未知,0,琉球，原始森林深处，任何仪器都探测不到的洞穴内，便是三角初华的容身之处了……,https://www.zhihu.com/question/13590738702/answer/118242630378
方大同离世和长期素食有关吗?,未知,0,没关系，我可以提供不在场证明。 斯人已逝，歌声永存。…,https://www.zhihu.com/question/13805559267/answer/117198175941
ave mujica能否在剩下三集里解决c团遗留问题，拉大喵回来，再开一场live?,未知,0,大喵自古以来就是鸡团不可分割的一部分。至于大祥老师，我建议鸡狗两团，搁置争议，共同开发。,https://www.zhihu.com/question/14008581523/answer/116670476231
重生者应该怎么利用信息差？,未知,0,在妹妹刚出生的时候，说服爸爸妈妈给她取名高松灯。…,https://www.zhihu.com/question/660532433/answer/116473767595
一个政权为什么不能永远依靠暴力让民众服从？,未知,0,政权……不会长久的………,https://www.zhihu.com/question/13520684972/answer/116070620223
如何评价《mujica》第九集的三角初华？,未知,0,假药：三角初华是丰川祥子的母亲 一、祥子死去的“母亲”头发是黑色的，“父亲”头发也是黑色的，姥爷头发也是黑色的，但她自己却是蓝毛。如果初华是祥子的母亲，那么就合理了。 二、为什么初祥母子不能相认？为什么初…,https://www.zhihu.com/question/13584306378/answer/115519927470
母鸡卡、卖狗、库来西库这三个乐队再加一个sumimi共计11个人，谁更能打？,未知,0,"""你对的若叶睦仇恨让我们很难促成和平协议"" ""crychic等业余乐队从2014年到2022年没有阻止若叶睦病情恶化，这是什么大小姐行为？"" ""三角初华在椭圆形排练室面对媒体争论是对灯的不敬"" ""你没有资…",https://www.zhihu.com/question/13365897351/answer/114610460991
如何评价《BanG Dream! Ave Mujica》第九话？,未知,0,"东京地区有两个乐队，因载入史册而世界闻名，一个是在space house开live不提供抹茶芭菲而造成大饥荒饿死猫的mygo，另一个就是全日本巡演期间发生大规模吃人肉惨绝人寰事件的ave mujica。 2025年4月19日，ppp主唱户山香澄发表“四·一九”声明的演出公告后，东京各少女乐队组织大联合后分裂为两派:""my…",https://www.zhihu.com/question/13605555466/answer/113860814635
如何评价动画片《BanG Dream! Ave Mujica》第九话?,未知,0,…,https://www.zhihu.com/question/12185745265/answer/112279343465
如何评价《颂乐人偶》第九集？,未知,0,…,https://www.zhihu.com/question/13583240052/answer/112260561595
如何评价《BanG Dream! Ave Mujica》第九集？,未知,0,本集包括： 《变身Emergence》 《眼手分镜》 《夫目前犯》 《JOJO》 时停，把Mortis搬上来/删去Mortis被推下去的那段时间/缺帧 《于是我把我给杀死了》 《无声之鱼》 《唐探1900》 《那种事情…,https://www.zhihu.com/question/13289318300/answer/112232541330
为什么千草爱音老是看上去这么糖？,未知,0,千早爱音笑的时候眼神涣散，嘴裂得大。悲伤像泡沫一样浸泡着，但她在想其他的事情。…,https://www.zhihu.com/question/13516458238/answer/111639021476
像丰川祥子这样的女孩子会有男生喜欢吗？,未知,0,如果能和saki交往，哪怕是开豪车住别墅我都愿意啊！,https://www.zhihu.com/question/13095350927/answer/110436780100
什么样的父母能把孩子逼疯？,未知,0,…,https://www.zhihu.com/question/322280218/answer/109903022354
为什么最近在各大平台上都会看到网友很热情洋溢地写俳句?,未知,0,网上写俳句 是出于什么目的 我也不知道…,https://www.zhihu.com/question/13042463378/answer/109447954300
有哪些看起来热量很高，实际热量却很低的食物？,未知,0,抹茶芭菲，猫天天炫也不胖。,https://www.zhihu.com/question/359675190/answer/109441050086
如何评价动画《颂乐人偶》的主唱三角初华?,未知,0,拜托了初华，拯救那个没有被邦多欺骗的我吧………,https://www.zhihu.com/question/13238425864/answer/109422163489
如何评价《BanG Dream! Ave Mujica》第八集？,未知,0,我万万没想到 Mortis(死亡)是字面意思。…,https://www.zhihu.com/question/11336676200/answer/108243911890
什么馅的饺子在你心中封神？,未知,0,不好看，睡了114514小时。 5毛一条把括号删了，时间随便填一个,https://www.zhihu.com/question/631103201/answer/106994082889
有目击者称，看到若叶睦去海玲家。这是真的吗？,未知,0,假，是我去的。,https://www.zhihu.com/question/12864479974/answer/106293478960
