period,event_type,mention_count,descriptions
不明,无个人经历,3,文中未提及作者亲身经历的事件或状态 / 文中仅包含观点劝诫，未提及作者亲身经历的事件或状态
不明,情感困惑,3,作者至今无法理解为何在优秀的人很多的情况下，对方会那么喜欢自己 / 觉得找到不以结婚为前提的交往对象比结婚本身更难 / 作者始终无法理解女生喜欢自己的原因
不明,外貌特征,3,与前任交往中发现对方都染了鲜艳的发色 / 拥有普通白肤黑长直发且无刘海 / 作者长相偏幼态且比一般男性更可爱
不明,情感态度,3,对丢失物品毫无懊悔且无执念 / 作者自称可以轻易说出伴侣最重要并承诺先救对方 / 作者完全不羡慕女性的任何地方
不明,恋爱观察,3,作者指出恋爱期间从未一起做饭的情况较为奇怪 / 作者认为面对面交流半天即可确认是否看对眼 / 作者认为颜值高的伴侣在吵架时能缓解视觉不适。 / 作者指出高颜值伴侣能带来外界更多的善意。
不明,心理状态,3,看着朋友坚持“努力沉淀”却不知目标已被自己“吃掉”时感到有趣 / 作者因长期与美少女交往，心态变得平和，自称为“真西格玛状态”。 / 作者对羡慕女性被视为政治正确感到困惑
不明,特殊关系互动,2,与第二位“变态淑女”从网络语音发展到线下进行无安全词的施虐与辱骂互动 / 与一位强势的“商会大小姐”保持每周固定见面、由其买单的互动模式
不明,社交回避,2,因不愿在陌生异性面前暴露醉酒呕吐的狼狈相，多次拒绝在酒店开酒会 / 作者会主动疏远对自己无好感的女性以防未来被嫉恨
不明,社交应对策略,2,面对女性批评时选择附和与事后推脱的应对方式 / 作者遇到自称处女的女性时会礼貌告别并逃离
不明,社交互动,2,作者虽觉朋友私生活混乱但因对方不虚伪仍愿与其交往 / 扮演 B 阶兰斯洛特时因未露脸却被 Coser 姐姐主动搂住胳膊
不明,情绪安抚,2,陪伴患有严重焦虑症的大小姐以稳定其情绪 / 在对方回复后迅速转换态度进行安慰与关心
不明,结识朋友,2,作者拥有两位同济大学的朋友 / 被金发笨蛋蹲在路上拦下索要香烟从而相识
不明,情感观察,2,作者观察到在感情中对方是否顺眼才是成功的关键，而非追求技巧。 / 作者交往过多位颜值七分的姑娘并观察其择偶倾向
不明,社交经历,2,从未成功欺骗过任何人 / 作者曾遇到一位谎称身材较小实则更大的前搭子
不明,职场观察,2,作者观察到部分老板将员工视为 NPC，只重规则考核而忽视情绪与能力匹配，导致员工被用废或离职。 / 认为女同事关系充满性张力，建议避免发展恋情
不明,现象描述,2,作者描述部分人通过运气小赚或找到伴侣后，坚信金钱能碾压外貌的真理 / 作者描述特定类型高中生情侣在压抑环境下产生的报复性亲密行为
不明,听闻轶事,2,作者听闻老板曾开玩笑愿资助激进女权组织 / 听父亲讲述当年电视台播放《宇宙骑士》未剪辑全裸变身
不明,职业背景,2,作者自称学习过画画 / 作者在公司工作期间，全公司统一使用中文版软件，唯独作者当初学习的是英文版。
不明,情感经历,2,经历过美好的爱情，并曾因此感到自责 / 作者曾谈过四五个对象
不明,邀约见面,2,在鬼节前夕邀请对方见面并承诺保护 / 作者主动联系对方并提议见面、买票及安排行程
不明,性经历,2,十五岁时曾与女朋友在家偷偷发生性关系 / 作者曾凭借强壮体力和持续输出，让伴侣在求饶后仍坚持到最后并产生绝望感。
不明,创业经历,2,作者开设了一家仅 200 平米、五人规模且不赚钱的小公司 / 作者曾开设一家小型商务咨询公司并从事初创企业投资业务
不明,认知判断,2,作者认为上海白领中午几乎不吃猪脚饭 / 作者认为语音、自拍或涩图能迅速摧毁好男人的道德防线
不明,社交观察,2,作者观察到女生若因该电影大笑则代表喜欢对方 / 作者观察到过去情趣行为如今可能演变为保命手段的现象
不明,身体特征,2,与前任交往中发现对方都有纹身且藏在隐蔽处 / 作者拥有 190 身高、超越常人的体力且很受欢迎
不明,消费习惯,2,购买日抛隐形眼镜而非配镜，不在乎性价比 / 作者长期习惯花用女性伴侣的钱
不明,朋友借钱,2,作者去日本旅游资金不足时，向一位朋友借到一万元 / 作者因后辈有钱而经常向她借钱且她从不催还
不明,社交互动状态,2,目睹交往对象离开时抛弃其身边的男性朋友 / 作者的朋友因不相信其拥有能包容其深夜看片哭泣的女友，而质疑作者的感情真实性
不明,经济拮据,2,经常处于没钱的状态 / 因房租、医疗及赡养父母等开支而时刻担忧下月生计
不明,情感愿望,2,渴望赚大钱以回馈女生 / 希望父母健康长寿并决心回报
不明,情感互动,2,作者曾向伴侣表达对方是最好的男人 / 作者玩弄对方头发、被对方扑倒怀里等亲密互动
不明,网络观察,2,作者观察到知乎上关于女性能力的讨论中，唯独在“搬水”话题下缺乏展示女性能力的个人案例分享。 / 作者观察到推特上男女擦边内容比例相当且男性可能挤占女性赛道
不明,观影体验,2,观看某部涉及敖德萨大撤退的动画并产生强烈反感 / 作者观看了一部节奏拖沓、剧情无聊的电影并感到极度失望
不明,恋爱状态,2,作者与一位外貌出众的女朋友交往，即使争吵也感到舒适。 / 作者描述提问者正在经历一段需要持续花钱维持、缺乏情感正反馈的恋爱关系。
不明,亲密肢体接触,2,作者在机场停车场抱着躲在大衣里的雇主寻找车辆 / 在疲惫时依靠对方肩膀、牵手或挽臂过马路
不明,能力自述,2,作者认为自己拥有能化解他人负面情绪并让对方开心的天赋 / 作者自述擅长街头打架，具备一打四的实战能力
不明,社交试探,2,作者喜欢对熟人直言没钱并观察对方反应 / 故意对不熟的女生说冷静话语并观察其反应
不明,生活态度,2,养成过一天算一天、遇事不计划且依赖他人救援的习惯 / 作者认为比恋爱有趣的事情很多
不明,动画观看体验,2,观看 0079 TV 版时将其中的吉恩军行为对标天顶星人以理解其塑造逻辑 / 作者观看并评价了多部机器人及科幻题材动画作品
不明,感官偏好,1,作者表达对带有强烈荷尔蒙气息的异性肉体气味的喜爱
不明,与官方对抗,1,死宅每时每刻都要和爱夹私活、爱让角色自由发挥的作者和官方斗得死去活来
不明,氪金与炎上,1,通过不停氪金以及疯狂炎上，试图让官方勉强将角色塑造得完全讨好自己
不明,朋友剪发,1,朋友因头发被混合液黏住无法打理而剪掉留了好多年的长发
不明,观察现状,1,作者观察到二次元线下活动由无数小圈子组成，不混圈者易感孤独
不明,社会变迁,1,作者指出当前融入小圈子的难度已远超二十年前
不明,社交行为改变,1,从很少主动搭讪转变为去年开始随意勾搭看中的 coser
不明,对成人恋爱观的质疑,1,作者认为成年后谈恋爱依然充满算计与混乱，并非如长辈所想般成熟美好
不明,对成长逻辑的反思,1,作者指出靠做题无法让人在恋爱上开窍，质疑“长大自然懂爱”的普遍认知
不明,对恋爱技巧的否定,1,作者认为真正开窍的人不会去收藏所谓的恋爱教程或追人技巧
不明,展会观察,1,作者观察到国内展会中女性社团数量远超男性且摊位多为二创周边
不明,爱好被误解,1,作者因爱好被误认为是喜欢泡泡玛特和高达的潮人
不明,爱好被歧视,1,作者因二次元爱好被他人认为恶心甚至想报警
不明,隐藏具体爱好,1,作者因害怕被歧视而不敢具体说明喜欢的二次元内容
不明,群体心态转述,1,作者转述了二次元男性观众因角色被强暴剧情而感到被背叛和羞辱的普遍心理
不明,恋爱经历缺失,1,作者表示从未遇到过会说出“你不懂我”这类话的女生
不明,日本街头挑衅,1,作者在日本旅游时故意瞪视路人并冲撞，甚至吓退一位老人
不明,模仿影视角色,1,作者为挑战当地人，特意剃平头并穿上带金龙刺绣的体恤模仿《暗金丑岛君》主角
不明,练习弹舌技能,1,作者专门练习了弹舌技巧，但在日本旅游期间未实际使用
不明,观看奥运会,1,作者在工作后观看奥运会比赛并为中国队成绩感到高兴
不明,参观纪念馆,1,站在南京大屠杀遇难同胞纪念馆门口感到喘不上气
不明,虚构假设,1,作者设想自己以男性身份强行闯入女浴室的荒诞场景
不明,感慨猫粉群体,1,2025 年看到仍有众多雄猫粉丝感到感慨
不明,拒绝推荐,1,因老板脾气不好而直接拒绝被推荐去特色小店
不明,表达偏好,1,明确表示无法接受服务态度差或过度推销的老板
不明,负面体验,1,因老阿姨态度恶劣而不喜欢上海的德兴馆
不明,往返饭厅,1,每次吃饭需从三楼跑至一楼饭厅
不明,日常爬楼,1,休息日在家每天至少爬 70 层楼
不明,应母呼喊,1,母亲在院子喊一次需上下跑六层楼
不明,重复购置冰箱,1,为解决取物不便在每层楼都配置冰箱
不明,雇佣保洁,1,因房屋面积大不请阿姨无法打扫干净
不明,定期除草,1,每两个月需清理一次大院子杂草
不明,高额电费,1,日常电费约 700 元，夏季高达 2400 元
不明,物品难寻,1,因楼层多导致物品常需上下寻找却找不到
不明,观察上海家长教育模式,1,描述上海家长常以稳定工作、高福利和房产支持为由劝阻子女外出发展
不明,通勤距离认知,1,作者认为对大部分市区上海人而言，前往松江火车站已属于噩梦般的远距离。
不明,交通耗时认知,1,作者指出从人民广场乘地铁前往海边至少需要三个半小时，往返需六个小时。
不明,现实对比,1,认为现实中的未成年人与精心设计的二次元角色无法相提并论
不明,听闻朋友言论,1,听到朋友描述关于 JK 制服的背德感言论后感到血压升高头痛
不明,途经南京的客车经历,1,作者在泡温泉途中乘坐客车经过南京大屠杀遇难同胞纪念馆时，目睹全车人自发沉默直至驶离。
不明,市场洞察,1,作者发现部分能赚钱的国模无需制作动画和漫画
不明,观察网络恋爱攻略乱象,1,作者观察到过去互联网上存在大量互相矛盾的追女生攻略，导致许多人陷入困惑。
不明,目睹社会规训现象,1,作者看到社会对男女双方进行矛盾的说教，一方面指责男性不够诚意，另一方面教导女性要矜持。
不明,洞察恋爱本质规律,1,作者总结出恋爱中“对方是否喜欢”才是决定行为对错的核心，而非技巧或付出。
不明,知识获取,1,作者通过一位爱出碧蓝航线的 coser 小姐姐科普了解 IJN 相关知识
不明,审美观察,1,作者至今只遇到过一双 170 以下却拥有与 170 以上同等好看长腿的女生。
不明,观赛经历,1,目睹韩国选手失误导致平局机会错失并感叹竞技残酷
不明,观赛感受,1,感受到韩国选手带来的巨大压力
不明,观赛体验,1,欣赏黄雨婷闭眼瞄准的射击姿态
不明,情感偏好,1,作者表示喜欢内向帅气中年大叔与小恶魔青春 JK 的背德恋爱喜剧设定
不明,工作角色经历,1,作者曾担任大小姐的跑腿人员 / 作者曾担任其他姑娘的伴游
不明,工作互动状态,1,作者常被女性询问是否具备打架能力 / 作者被大小姐要求戴手套做出拦人挡在前面的动作
不明,虚构场景构想,1,作者描述了一个包含女友、海边活动及漫展的虚构夏日体验场景
不明,使用 AI 工具,1,在 DeepSeek 最火时下载并使用了该应用
不明,测试 AI 准确性,1,向 AI 询问高达 RX-78 光束步枪功率及加岛勇等设定
不明,发现 AI 幻觉,1,发现 AI 编造了不存在的型号、机师并否认官方设定
不明,创作困境,1,过去在写作涉及医生等陌生专业领域时，常因资料难寻或信息不准导致内容僵硬或错误。
不明,工具试用,1,近期尝试使用 AI 工具生成医疗急救场景的专业对话和处置流程。
不明,创作反思,1,发现 AI 生成的内容虽专业但存在刻板套路（如刺青、撕衣），需人工润色修改。
不明,创作对比,1,认为经 AI 辅助并润色后的台词，比国产医疗剧更自然且符合职业身份。
不明,厌恶特定男主类型,1,极度讨厌日式阳痿亚撒西男主
不明,偏好特定剧情走向,1,喜欢看苦主后悔痛苦追悔莫及的样子
不明,经济依赖状态,1,作者长期不工作，生活开销及大额支出完全依赖父母供给和交往对象承担
不明,恋爱交往经历,1,作者与多位富家女（二代、三代）交往，对方均不看重其身家背景
不明,情感互动模式,1,作者曾通过暴力手段（如甩耳光）平息暴躁女友的怒火并确立关系
不明,特殊关系状态,1,作者与某位大小姐存在非恋爱但长期被其包养并作为情绪代餐的微妙关系
不明,合作建议,1,表示若从业者一上来就宣称要成为押井守，则拒绝与其合作。
不明,酒精依赖与放纵,1,作者长期通过大量饮酒追求大脑晕乎的快乐状态，甚至发展出在浴室呕吐唱歌的固定行为模式
不明,经济崩溃,1,因沉迷饮酒导致穷困潦倒，将前老板给的钱全部用于买酒和开房
不明,情感依赖,1,对同样嗜酒的前老板产生特殊好感，视其为同类并享受与其共饮
不明,处世原则习得,1,从家中大小姐处学到利益优先于原则的处世哲学
不明,朋友交往观,1,作者朋友公开表示只交往辣妹不害老实人
不明,参加好友葬礼,1,作者参加因过劳死的好友葬礼时主动下跪，后被旁人拉起。
不明,表达下跪意愿,1,作者表示无论是面对自家长辈还是早逝朋友，都愿意通过下跪来安抚他人情绪。
不明,朋友安利经历,1,多次向朋友推荐 Z 高达被拒，后因角色关联成功引导其补番
不明,朋友追番状态,1,朋友因习惯周更节奏，在 GQX 完结后产生戒断反应
不明,观剧陪伴状态,1,连续四个月观看并陪伴 GQX 动画播出
不明,游戏经历,1,在玩《皇牌空战零》贝尔卡公国关卡时击落三架不躲避的米格 -21 战机
不明,观影感悟,1,观看《机动战士高达 0080》时因吉恩士兵的牺牲精神而深受触动
不明,恋爱模式总结,1,作者认为自己的恋爱几乎都是一见钟情，无需技巧或努力。
不明,与野狗互殴,1,作者常采取威吓加棍棒的手段逼退野狗
不明,徒手搏狗致伤,1,作者因徒手打赢野狗导致手臂修养半年
不明,收服流浪狗,1,作者因心软未下死手，被伤愈后的德牧串串认作老大
不明,代付文具,1,因大小姐手机丢失无法联系，通过门卫转交现金购买文具
不明,挪用资金,1,偷偷使用大小姐的钱来救济自家的猫
不明,接送寻人,1,在商场寻找因手机遗落出租车而失联的大小姐
不明,保管手机,1,为防止大小姐再次丢失手机，长期将手机放在自己口袋里
不明,日常接送,1,受雇于大小姐父亲，负责接送有严重路痴的大小姐上下学
不明,陪同购物,1,陪大小姐去大丸百货购物并纠正其方向感错误
不明,职场实习,1,在父亲公司打工期间安排女友同住附近酒店
不明,日常陪伴,1,每天午休与女友共进午餐并分享工作烦恼
不明,加班守候,1,女友在同事下班后独自到公司陪伴加班
不明,共同出游,1,下班后与女友一同外出游玩并倾诉不满
不明,差旅同行,1,出差时携带女友同行并共同经历红眼航班延误
不明,旅途互助,1,女友协助整理资料，作者为忘记吃饭的女友准备食物
不明,极端温差,1,出差遭遇 40 度温差时脱下衣服给受冻的女友
不明,浏览视频平台,1,昨天在 B 站刷视频时发现了适合题目的古生物资料
不明,朋友怪癖观察,1,作者目睹朋友因不喜欢走路而蹲在板车上让人推着逛马路
不明,玩笑互动,1,作者开玩笑询问朋友若将来瘸了该怎么办
不明,目睹婚恋矛盾,1,看到因彩礼问题将婚姻视为买卖的争论感到愤怒
不明,防空洞探险,1,小时候无聊时曾去防空洞探险
不明,通勤迷路,1,作者误以为从人民广场经四平路去五角场只需二十分钟，结果遭遇严重堵车。
不明,路线纠错,1,作者事后承认自己再次混淆了上海地铁八号线与十号线的换乘方案。
不明,工作意愿设定,1,作者表示若月薪 4000 元且满足坐班、短工时等条件则愿意工作
不明,通勤对比观察,1,作者观察到外地朋友能接受更高工资但需忍受四小时通勤
不明,竞争心态自述,1,作者坦言自己在“内卷”程度上不如外地朋友
不明,家庭观念描述,1,作者指出上海父母普遍求稳，认为低薪加补贴足以维持生活
不明,家庭备货,1,家里开始购买春节装饰品
不明,接待准备,1,为三位来访的小朋友准备新床上用品
不明,工作统筹,1,父亲统计员工返乡时间并推进年会采购布置
不明,餐饮安排,1,已预定好年夜饭
不明,行程规划,1,计划一月中旬接人、采购年货及给宠物洗澡换衣
不明,庭院布置,1,计划一月叫工人清理院子并摆放春节氛围植物
不明,情感期待,1,感觉周围年味渐浓，期待特定对象状态好转
不明,恋爱相处试探,1,曾因在伴侣面前放低姿态被评价为缺乏自信 / 曾因试图平衡自信与尊重被评价为阴阳怪气
不明,恋爱相处转变,1,决定按自己节奏行事后反而让伴侣感到开心
不明,恋爱相处观察,1,发现伴侣更在意自己是否弱于其他男性而非是否尊重她
不明,恋爱相处模式,1,伴侣喜欢自己无脑行事并强势应对他人以规避冲突
不明,听闻动画衰退论,1,听说 2010 年时人们哀嚎日本动画已死
不明,多任务视频制作,1,作者能同时运行剪辑、音频、网页及 AI 软件并流畅切换操作
不明,别墅维护观察,1,指出别墅每周需清扫楼梯、两周需打理园艺，否则环境迅速恶化。
不明,家庭负担认知,1,认为单靠一家人难以维持别墅整洁，且相关费用高昂。
不明,被 coser 姐姐要求穿女装,1,一位大作者三岁的 coser 姐姐执意让作者穿女装并与其互动
不明,模特班学习经历,1,作者在模特班期间曾穿过女装、化过女妆并学习走女步
不明,陪姐姐逛漫展,1,作者穿着女装陪姐姐逛漫展，而姐姐只出男性角色
不明,与姐姐的亲密互动,1,姐姐试图与作者发生亲密关系，但作者最终反客为主
不明,交往受挫,1,多位交往对象评价自己嘴太毒
不明,情绪直给,1,遇到不对劲的事下意识脱口而出脏话
不明,社交包容,1,朋友伴侣炮友对自己言语攻击相当包容
不明,逗笑同伴,1,用拿路人开玩笑的地狱笑话逗笑家教好的朋友
不明,拒绝反省,1,长期不思考他人感受且从不反省自身言行
不明,情感操控观察,1,作者描述了一种通过贬低他人、推波助澜让女性逐渐变糟糕来使其感受到“爱”的操控模式。
不明,虚构场景构建,1,作者列举了多个虚构的对话场景，展示如何哄骗女性逃避工作责任并索取家庭钱财。
不明,旁观者建议,1,作者以旁观者口吻总结，建议对处于该状态的女性不管死活。
不明,朋友出行习惯,1,朋友喜欢作者开共享单车推着她玩
不明,骑行遇险经历,1,作者推车带穿洋装的朋友时，因加速跑动惊扰了尾随的三名男子
不明,倾听朋友抱怨,1,作者听到多位朋友抱怨自己遭遇过多“舔狗”行为
不明,嗅觉体验,1,作者描述从小腹向上闻到的健康肉味是一种令人愉悦的气味。
不明,观看旧剧场版后的心理状态,1,看完旧剧场版后的若干年里，对蔚蓝的天空产生恐惧和憧憬
不明,文化认知觉醒,1,国内开始流行克苏鲁文化时，意识到 EVA 的恐怖源于其“克”的特质
不明,对婚恋圈的认知转变,1,长大后意识到在同一个圈子内寻找伴侣其实相对容易
不明,家族见闻,1,听说表哥结婚时收了 30 万红包且全部由小夫妻带走
不明,宅圈社交观察,1,作者观察到宅友在涉及军服或枪械角色时会进行大量说教式吐槽
不明,经济拮据状态,1,作者长期处于没钱但靠外貌和性格维持人际关系的常态
不明,被异性投喂经历,1,作者曾收到女生主动投喂食物及生日礼物
不明,初恋零成本经历,1,作者第一次恋爱时未花钱，反而让女生花光零花钱
不明,人生建议,1,作者建议 16 岁夏天与女友进行海边旅行以缓解中年对肉体的执念
不明,福利姬搭子经历,1,作者曾与一位前福利姬 Coser 组队，对方在认识作者后立刻停止接单并全天候跟随作者生活
不明,朋友转述的约会经历,1,朋友讲述带 JK 约会与带女同事约会时对方反应的巨大反差
不明,对网络观点的观察,1,发现大龄女性在回答中强调自己“难追、要求高”是优势
不明,对婚恋逻辑的质疑,1,认为“年纪大、难追、要求高”本质上是劣势而非优势
不明,客户管理经历,1,作者在工作中接触的客户多为坐办公室人员，且这些人误以为靠辱骂或投诉就能管理好工人。
不明,旅游习惯,1,作者习惯背包出行且能自主把握出发时间
不明,交通体验,1,作者坐高铁时买零食靠窗，坐飞机时在机场买酒与群友聊天
不明,住宿流程,1,作者抵达目的地后先打车入住酒店并洗澡换衣
不明,饮食状态,1,作者曾在夏天坐在马路边吹凉风边吃小吃边聊天
不明,游玩方式,1,作者曾在陌生城市无计划游玩四五天并喝醉后高声歌唱
不明,社交筛选经历,1,拥有三位数女性朋友但仅四五人契合恋爱
不明,恋爱认知状态,1,认为找对象很难且不应盲目相信教程
不明,C 圈见闻,1,作者听闻并目睹 C 圈内大量涉及未成年及变态行为的经历
不明,社交吐槽,1,作者在与朋友交流时，内心吐槽对方不知身边人刚带未成年参加聚会的经历
不明,观察教学现象,1,看到老师对特定学生存在偏心现象
不明,观察职场社交,1,发现教程无法保证酒桌敬酒时不被领导视为愚蠢
不明,洞察社会规则,1,认识到人情世故本质是不讲道理且取决于对方是否顺眼
不明,自我否定,1,作者自认是废物且浑浑噩噩地活着
不明,拒绝责任,1,作者认为自己和同类男性无需承担社会变革的责任
不明,童年玩具接触,1,八零后童年在沿海城市玩过高达模型
不明,童年信息缺失,1,1997 年前不知道玩具对应的动画作品名称
不明,童年认知局限,1,1997 年前未将玩具模型与动画系列联想为同一作品
不明,漫展互动经历,1,在漫展结束后躺在女友腿上时鬼使神差喊了对方“妈妈”
不明,情感体验状态,1,当时被巨大的羞耻感与治愈力同时包围
不明,游戏观察,1,作者认为现实中的女生比 galgame 女主角更容易攻略
不明,现实推测,1,作者推测现实中存在类似英梨梨的傲娇女生且容易通过逗弄攻略 / 作者推测现实中存在类似异世界精灵的傲娇女生且容易通过激怒攻略
不明,与德牧摔跤玩耍,1,作者经常与厂里的德牧在地上扑腾摔跤，并能将其压制
不明,与德牧互动游戏,1,作者用膝盖拱狗或用棍子逗狗，狗会躲闪或绕圈叼手
不明,日常喂养德牧,1,作者每天在厨房为德牧制作带骨肉食并观察其进食
不明,紧急救治德牧,1,作者为阻止德牧吞食辣味香肠，死命压住它并掏出口中食物
不明,担忧德牧伤人,1,作者因德牧过于热情而禁止小孩接近，担心其吓到他人
不明,共处时光,1,与对方商量晚餐和电影并共度整晚
不明,情感共鸣,1,对对方分享的一切感到兴致勃勃且觉得可爱有趣
不明,入坑经历,1,因阅读高达小说中α任务部队获救的段落而开始接触高达系列
不明,立场说明,1,作者不批判女生要彩礼因其与自身无关
不明,态度阐述,1,作者不为男性打抱不平认为这是自找
不明,愿望表达,1,作者想看彩礼强制降为零元后的结果
不明,集训期间,1,作者在集训地旁公园与练太极的老大爷们熟络并观看其展示功夫
不明,互动体验,1,作者尝试拉拽表演千斤坠的老大爷时感到对方毫无力气
不明,应对反应,1,作者因顾虑人情和赔偿而假装用力拉不动并配合对方圆场
不明,天赋体质,1,作者天生体力充沛，远超同龄人
不明,区队训练,1,在区游泳队经历高强度混合泳与自由泳循环训练
不明,田径集训,1,加入田径队后经历每日七圈热身及暑假长距离跑与全天训练
不明,母亲旅游习惯,1,母亲坚持选择带洗衣服务的高价酒店，导致洗衣费用极高
不明,临时邀约出行,1,母亲临时叫作者出游，导致作者只能穿廉价衣物并承受高昂洗衣费
不明,消费观念冲突,1,作者与母亲在酒店预算和出行交通方式上存在巨大差异
不明,遗传病伴随,1,患有喉咙狭窄的遗传病但不影响日常呼吸与说话
不明,社团配音经历,1,在 galgame 社团一人包揽多种女性及男性角色配音且身份未被识破
不明,兼职女声配音,1,曾短暂从事定制色情语音包的女声配音兼职
不明,恋爱关系状态,1,交往过的伴侣因声音天赋而对其产生强烈性冲动
不明,伴侣相处模式,1,作者与强势伴侣共同生活，对方主导决策与执行，作者只需陪伴聊天。
不明,自我能力退化,1,作者因长期依赖伴侣的高效安排，导致自己不再思考琢磨，逐渐变废。
不明,伴侣情感试探,1,作者伴侣曾小心翼翼询问自己是否过于强势会影响未来择偶。
不明,观察闷骚类型,1,描述闷骚女生在感情推进过快时会陷入宕机状态
不明,观察反差类型,1,描述反差型女生在公共场合表面乖巧实则暗中调情的行为 / 描述反差型女生在卡拉 OK 聚会中通过短信邀约并发生亲密互动的场景 / 描述反差型女生在车内假装看窗外实则进行亲密接触的行为 / 描述反差型女生在腿上装睡并偷偷摸索腰带扣的互动 / 描述反差型女生在卡拉 OK 包厢唱歌时坐在手上互动的场景
不明,借贷体验,1,经常能从花呗借呗里借出钱
不明,学历投入,1,为学历支付了沉默成本
不明,生存状态,1,生活中无法避免地需要吃苦
不明,观影习惯,1,观看了大量的电影和动画
不明,被女友吐槽审美,1,被小女友吐槽拥有搞笑的直男审美
不明,被金主吐槽审美,1,被作为金主的大小姐叹气吐槽直男审美并带去买衣服
不明,被好友调侃身份,1,被伪娘好友搂着胳膊庆幸自己是直男
不明,确认自身属性,1,作者确认自己确实是直男
不明,身份自我认知,1,作者自认为是一个会用手机的底层人
不明,朋友童年认知偏差,1,朋友从小误以为自家贫穷而渴望赚钱
不明,朋友首次创业失败,1,朋友 20 多岁首次创业亏损并倒欠债务
不明,朋友二次创业亏损,1,朋友第二次创业亏损 15 万由家庭部分兜底
不明,朋友三次创业危机,1,朋友第三次创业资金断裂时获父母 100 万支持
不明,朋友三次创业终败,1,朋友第三次创业最终失败且债务由父母承担
不明,朋友四次创业成功,1,朋友第四次创业成功并获父母 40 万赞助
不明,作者认知转变,1,作者从认为朋友励志到发现其家底雄厚
不明,行业见闻,1,作者提及工厂中老板因过度追求良品率而苛责工人，致使工人被用废并纷纷离职。
不明,观察网络趋势,1,注意到 e 绅士和推上 AI 生成的色情图片质量越来越高
不明,虚构行为设想,1,作者假设自己若对拒绝过的女生实施“利用后屏蔽再求助”的行为会遭到对方责骂
不明,乙游声线互动,1,用乙游男角色声线陪女性玩 dirty talk
不明,二游声线互动,1,用二游女角色声线给死宅念睡前故事
不明,双向情感反馈,1,因声音特质同时获得男女双方的告白与高度评价
不明,别墅生活痛点,1,因无电梯导致上下楼频繁，吃饭休息聚会集中在一楼，拿取物品需跑上跑下
不明,空间功能改造,1,在每一层配置冰箱、微波炉和客厅，将别墅改造为四层功能重复的独立平层
不明,庭院快递处理,1,习惯在天气好时将快递直接丢在院子躺椅上慢慢收拾
不明,深夜自由娱乐,1,父母出差时半夜大声放音乐，无需担心邻居投诉
不明,随意练习钢琴,1,随时弹奏家中无人会弹的钢琴，不会受到邻居干扰
不明,举办大型聚会,1,在家中举办班级派对、唱 K、看电影、玩桌游及主机游戏
不明,姐姐的关怀,1,姐姐常关心作者是否劳累并温柔安抚
不明,姐姐的照料,1,姐姐帮作者整理衣领并计划购买新衣
不明,姐姐的互动,1,姐姐穿露背毛衣时娇羞地让作者不要盯着看
不明,年少时的亲密,1,年少时姐姐曾刮作者鼻子并抱怨其体力旺盛
不明,陪伴表弟游戏,1,陪上小学表弟玩“被子吃人”游戏使其一天不看手机
不明,日常陪伴活动,1,通过陪表弟看电视、玩玩具、抓知了、去动物园及听他说话，使其两天内对手机失去兴趣
不明,奔现之旅,1,去柳州与网友见面并共度一周时光
不明,美食探店,1,白天与对方逛遍当地小吃摊吃烧烤
不明,亲密相处,1,晚上一起看电影后回酒店发生亲密关系
不明,择偶偏好,1,作者从不找正经上班的姑娘
不明,情感观点,1,作者认为纯粹的爱不能被生活琐事干扰
不明,父亲识别社交圈,1,父亲能通过 QQ 列表名字分辨出作者朋友的真实身份（coser、福利姬等）
不明,父母误解性格,1,父母至今认为作者是纯良但中二的二次元少年
不明,澄清性别身份,1,作者特意声明自己并非男娘
不明,社交圈命名评价,1,作者使用“法兹”作为社交账号名，被死宅朋友评价为刁钻
不明,出行前怪癖,1,赶飞机或火车前必须自慰以缓解焦虑，否则全程心神不宁
不明,因癖误事,1,因沉迷该怪癖导致多次耽误火车或飞机行程
不明,心理类比,1,将自身行为模式与赌徒心理进行自我剖析和共情
不明,被未成年粉丝袭胸骚扰,1,初中女生在漫展上强行拉扯作者胸部配饰并言语骚扰
不明,被异性 coser 肢体冒犯,1,台湾漫展上被比基尼 coser 多次拍屁股并言语调戏
不明,童年社交环境,1,从小和女孩子一起玩，在女性群体中长大
不明,社交观察体验,1,目睹女性群体拉帮结派及因站队引发的敌视现象
不明,圈子生存困境,1,发现人气作品粉丝圈中不混小团体不被接纳、混了又易树敌的矛盾
不明,职业预警反应,1,看到女性绘师转向一般向作品时产生头皮发麻的担忧
不明,成长经历,1,从小到大没吃过什么苦
不明,生活状态,1,活到现在且觉得现在这样就挺好
不明,美好爱情经历,1,作者曾亲身经历过一段非常美好的爱情
不明,多样化性体验,1,应对方要求尝试了露出、野战、捆绑、Cosplay 等多种性场景
不明,日常高频互动,1,对方体重仅 35kg，导致在骑车、打车等日常场景中频繁发生亲密行为
不明,经济压力,1,因频繁购买避孕套导致两人零花钱耗尽，陷入经济拮据
不明,高强度亲密周末,1,在对方母亲出差期间，两人共处 36 小时仅睡 6 小时并发生 13 次性行为
不明,事后反思与疏离,1,经历高强度亲密后进入贤者模式，思考人际羁绊并断联两天
不明,青春期的自我确信,1,十几二十岁时坚信自己战无不胜
不明,拒绝建议的执念,1,坚持要亲自体验所有好坏与倒霉的事
